,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,property_valuation,Rank,Value,age
846,Claudell,Rounsefell,Male,67,1993-11-27,VP Sales,Financial Services,Affluent Customer,N,No,8,61416 Karstens Place,4217,QLD,5,444,0.9,29.0
847,Wilburt,Padden,Male,22,1994-09-30,Engineer I,Manufacturing,Mass Customer,N,No,3,22 Muir Avenue,2148,NSW,5,845,0.563125,29.0
848,Arty,Fontelles,Male,50,1994-10-21,Help Desk Technician,IT,High Net Worth,N,No,4,7872 South Junction,3197,VIC,4,370,0.97,29.0
849,Karlik,Penchen,Male,60,1994-10-31,Nurse Practicioner,Retail,Mass Customer,N,No,11,5 Nevada Point,4017,QLD,6,96,1.3,29.0
850,Nolly,Ivanchikov,Male,13,1994-02-10,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,11,6792 Kropf Hill,2049,NSW,11,948,0.456875,29.0
851,Barth,Sapshed,Male,4,1994-06-16,Executive Secretary,Financial Services,Mass Customer,N,Yes,13,65 Milwaukee Lane,4520,QLD,10,563,0.8075,29.0
852,Bessie,Roscow,Female,78,1994-08-04,GIS Technical Architect,Financial Services,Mass Customer,N,No,9,4185 Florence Trail,2121,NSW,10,72,1.35,29.0
853,Lizette,McKeaveney,Female,30,1994-04-11,Assistant Manager,Health,High Net Worth,N,Yes,13,6412 Butternut Road,2050,NSW,10,879,0.5375,29.0
854,Gilbert,O'Fallone,Male,29,1994-11-07,Assistant Media Planner,Entertainment,High Net Worth,N,No,1,6 Havey Pass,2126,NSW,11,595,0.775625,29.0
855,Berenice,Kaesmakers,Female,64,1994-10-15,Sales Representative,Retail,Mass Customer,N,No,11,563 Waywood Park,2145,NSW,9,575,0.796875,29.0
856,Chico,Dye,Male,46,1994-02-04,Speech Pathologist,Manufacturing,High Net Worth,N,No,13,168 Schlimgen Center,2526,NSW,9,555,0.8125,29.0
857,Jesse,Crosio,Male,75,1994-04-15,Data Coordiator,Health,Mass Customer,N,Yes,13,9313 Mayer Street,3133,VIC,8,575,0.796875,29.0
858,Griswold,Kelsall,Male,55,1993-12-19,Social Worker,Health,High Net Worth,N,Yes,11,74127 Blaine Point,3805,VIC,7,52,1.39453125,29.0
859,Briano,Janowski,Male,66,1994-07-17,Analyst Programmer,Manufacturing,Mass Customer,N,No,7,3259 Eagan Parkway,2066,NSW,8,838,0.57375,29.0
860,Inglis,Pickaver,Male,33,1994-06-25,Product Engineer,Telecommunications,Affluent Customer,N,No,1,14067 Armistice Plaza,2770,NSW,8,963,0.44,29.0
861,Kiley,Grunder,Male,95,1994-04-17,Cost Accountant,Financial Services,Affluent Customer,N,Yes,1,17393 Colorado Hill,4006,QLD,8,587,0.78625,29.0
862,Hunfredo,Hayball,Male,7,1994-04-15,Accountant III,IT,Affluent Customer,N,No,3,60461 Esch Avenue,2227,NSW,8,219,1.125,29.0
863,Winn,Wells,Male,66,1994-04-12,Analyst Programmer,Manufacturing,Affluent Customer,N,No,9,544 Pawling Road,2230,NSW,10,785,0.62,29.0
864,Gina,Mallon,Female,56,1994-02-11,Dental Hygienist,Health,Mass Customer,N,No,12,13025 Johnson Plaza,4670,QLD,2,102,1.28828125,29.0
865,Ariel,McCloid,Male,4,1994-03-13,Human Resources Manager,Health,High Net Worth,N,Yes,6,99 Quincy Parkway,3630,VIC,1,486,0.875,29.0
866,Lesley,Garey,Male,52,1994-03-29,Software Consultant,Telecommunications,Mass Customer,N,No,11,924 Lindbergh Court,2226,NSW,9,883,0.53125,29.0
867,Leonid,Dorricott,Male,44,1993-11-18,Environmental Tech,Manufacturing,Affluent Customer,N,No,3,02 Hoffman Road,2448,NSW,3,195,1.1475,29.0
868,Judie,Pirkis,Female,2,1995-07-18,Recruiter,Manufacturing,Affluent Customer,N,Yes,4,6 Loftsgordon Pass,2111,NSW,11,583,0.7875,28.0
869,Lavena,Seekings,Female,87,1995-03-25,Payment Adjustment Coordinator,Retail,Mass Customer,N,No,16,293 Mayfield Street,3166,VIC,10,54,1.38125,28.0
870,Paten,Cayet,Male,56,1995-02-19,Assistant Manager,Manufacturing,Affluent Customer,N,Yes,16,1398 Burning Wood Way,3850,VIC,1,174,1.16875,28.0
871,Palmer,Heaven,Male,82,1995-05-18,Staff Scientist,Financial Services,Affluent Customer,N,Yes,9,5 Hoard Parkway,3754,VIC,6,382,0.95,28.0
872,Wolf,Craft,Male,93,1995-07-19,Database Administrator III,Retail,Affluent Customer,N,Yes,5,7513 Swallow Drive,2148,NSW,9,646,0.73,28.0
873,Thorvald,Duckerin,Male,58,1995-10-20,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,1,4 Pine View Junction,3021,VIC,8,871,0.541875,28.0
874,Keenan,Moriarty,Male,67,1994-12-23,Actuary,Financial Services,Mass Customer,N,Yes,2,077 Hansons Point,4075,QLD,8,684,0.7,28.0
875,Meriel,Tapp,Female,0,1995-08-13,VP Sales,IT,Mass Customer,N,No,5,65 Milwaukee Hill,3280,VIC,2,114,1.275,28.0
876,Blondie,Unknown,Female,43,1995-10-03,Actuary,Financial Services,High Net Worth,N,No,11,780 Norway Maple Hill,2565,NSW,8,478,0.88,28.0
877,Herbert,Henryson,Male,21,1995-10-10,Marketing Manager,Manufacturing,Mass Customer,N,No,4,05123 Bobwhite Plaza,2528,NSW,9,820,0.584375,28.0
878,Lyndell,Jereatt,Female,14,1994-11-28,Payment Adjustment Coordinator,Retail,High Net Worth,N,No,13,58770 Monterey Plaza,2122,NSW,12,954,0.45,28.0
879,Benedikta,Naptin,Female,59,1995-08-13,Operator,Retail,Mass Customer,N,Yes,15,345 Fieldstone Park,2121,NSW,11,956,0.44625,28.0
880,Jacqui,Devey,Female,79,1995-10-01,Analyst Programmer,Financial Services,High Net Worth,N,Yes,13,656 Kennedy Crossing,2261,NSW,8,555,0.8125,28.0
881,Dwain,Hatch,Male,62,1994-11-16,Marketing Assistant,Health,Affluent Customer,N,No,15,5 Hovde Lane,3028,VIC,8,536,0.825,28.0
882,Jobina,Gobourn,Female,85,1994-12-04,VP Quality Control,Financial Services,High Net Worth,N,Yes,14,18 Grim Road,4305,QLD,4,46,1.4078125,28.0
883,Amil,Ennor,Female,23,1995-08-04,Health Coach II,Health,Mass Customer,N,Yes,10,2093 Amoth Pass,3109,VIC,11,158,1.1875,28.0
884,Rockwell,Matson,Male,94,1995-01-01,Programmer Analyst I,Retail,High Net Worth,N,No,3,3682 Crowley Point,4573,QLD,6,10,1.640625,28.0
885,Sumner,Carrivick,Male,53,1995-04-09,Desktop Support Technician,Manufacturing,Mass Customer,N,No,15,5 4th Center,2097,NSW,12,78,1.3375,28.0
886,Rosabelle,Godsmark,Female,60,1995-10-19,Executive Secretary,Financial Services,Mass Customer,N,Yes,3,4871 Caliangt Hill,4102,QLD,8,845,0.563125,28.0
887,Corinna,Beretta,Female,24,1996-02-29,Programmer III,Health,High Net Worth,N,No,12,72 Mccormick Circle,3023,VIC,7,408,0.9296875,27.0
888,Maurizio,Comi,Male,74,1996-05-30,VP Product Management,IT,Affluent Customer,N,No,10,25805 Eagan Place,2766,NSW,9,190,1.15546875,27.0
889,Almira,Mangion,Female,4,1996-01-24,VP Product Management,Financial Services,Affluent Customer,N,Yes,2,179 Anzinger Center,2230,NSW,12,382,0.95,27.0
890,Rochette,Haddacks,Female,44,1996-05-10,Tax Accountant,Retail,Affluent Customer,N,Yes,13,822 Di Loreto Junction,3020,VIC,8,591,0.782,27.0
891,Sherilyn,Canero,Female,11,1996-08-03,Dental Hygienist,Health,High Net Worth,N,Yes,13,8288 Lyons Way,2484,NSW,7,68,1.3546875,27.0
892,Raynard,Unknown,Male,32,1996-04-13,Statistician III,Health,Affluent Customer,N,No,14,20187 Loomis Court,4132,QLD,6,587,0.78625,27.0
893,Cletis,Longley,Male,84,1996-07-01,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,1,667 Waxwing Plaza,3199,VIC,7,271,1.06,27.0
894,Ashleigh,Unknown,Female,46,1996-04-05,Budget/Accounting Analyst III,Retail,Mass Customer,N,Yes,6,922 Utah Avenue,3204,VIC,12,780,0.62421875,27.0
895,Rosmunda,Duxbarry,Female,69,1996-07-20,Executive Secretary,Property,Affluent Customer,N,Yes,5,989 Graedel Terrace,4208,QLD,11,65,1.3625,27.0
896,Flin,Yoskowitz,Male,9,1995-12-17,Registered Nurse,Health,Mass Customer,N,Yes,11,9940 Manley Drive,2574,NSW,7,583,0.7875,27.0
897,Nilson,Wiggam,Male,48,1996-02-15,Paralegal,Financial Services,Mass Customer,N,No,9,8845 Spaight Way,3049,VIC,6,903,0.5015,27.0
898,Barnebas,Apfel,Male,57,1996-02-19,Account Executive,Manufacturing,Affluent Customer,N,Yes,2,05475 Elgar Place,4000,QLD,6,259,1.0625,27.0
899,Claudette,Renackowna,Female,55,1996-02-11,Administrative Officer,Manufacturing,Mass Customer,N,No,2,0800 Dahle Alley,2148,NSW,8,492,0.87125,27.0
900,Chaim,Kingdon,Male,63,1996-01-21,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,15,42590 Bellgrove Court,2097,NSW,9,599,0.775,27.0
901,Lizbeth,Garvan,Female,36,1996-09-06,Structural Analysis Engineer,Health,Mass Customer,N,No,4,5 Schurz Street,2141,NSW,9,676,0.70125,27.0
902,Myrtie,Ostrich,Female,70,1996-06-18,VP Quality Control,Property,Affluent Customer,N,Yes,9,320 Acker Drive,2251,NSW,7,676,0.70125,27.0
903,Cal,Van den Velde,Male,22,1996-03-18,Senior Sales Associate,Financial Services,Affluent Customer,N,Yes,6,77916 Moland Park,3174,VIC,6,755,0.64,27.0
904,Wendye,Kleinplatz,Female,48,1996-05-28,Executive Secretary,Manufacturing,Affluent Customer,N,No,14,01 Reindahl Circle,4132,QLD,3,643,0.731,27.0
905,Tanner,Terlinden,Male,84,1995-12-09,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,14,2637 Monument Trail,3106,VIC,11,409,0.925,27.0
906,Anthony,Lindstrom,Male,86,1997-11-01,Geologist IV,Financial Services,Affluent Customer,N,Yes,10,427 Oak Avenue,2205,NSW,10,495,0.86328125,26.0
907,Frederich,Glantz,Male,37,1997-08-27,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,10,9 Glacier Hill Circle,2762,NSW,8,436,0.903125,26.0
908,Tabbie,Curner,Male,12,1997-03-13,Chief Design Engineer,Retail,Mass Customer,N,No,6,89 Parkside Street,3021,VIC,6,212,1.136875,26.0
909,Rosalinde,Cubuzzi,Female,50,1997-09-04,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,5,6 Lotheville Trail,2444,NSW,7,215,1.12890625,26.0
910,Anet,Roseman,Female,84,1996-11-24,Programmer Analyst III,Financial Services,Mass Customer,N,No,9,31 Melody Circle,3814,VIC,4,450,0.9,26.0
911,Judi,Cazereau,Female,22,1997-03-03,GIS Technical Architect,Financial Services,Affluent Customer,N,Yes,13,22 Farmco Avenue,3851,VIC,3,883,0.53125,26.0
912,Rodney,Trethewey,Male,16,1997-03-17,Software Consultant,Financial Services,Affluent Customer,N,No,15,737 Service Lane,3030,VIC,8,441,0.901,26.0
913,Leticia,Hovenden,Female,98,1997-04-03,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,1,54782 Lake View Parkway,3178,VIC,9,653,0.71875,26.0
914,Nil,Shirer,Male,64,1997-09-27,Librarian,Entertainment,Mass Customer,N,Yes,7,4793 Mcbride Pass,3013,VIC,8,329,1.0,26.0
915,Lea,Ilyinski,Female,75,1997-09-25,Structural Analysis Engineer,Financial Services,High Net Worth,N,No,12,895 Glendale Park,2026,NSW,12,252,1.073125,26.0
916,Kearney,Cuddehy,Male,88,1997-05-18,Marketing Assistant,Retail,Mass Customer,N,No,12,98 Shoshone Road,4207,QLD,6,634,0.7395,26.0
917,Killie,Densie,Male,87,1997-03-28,Environmental Tech,IT,Mass Customer,N,Yes,11,62 Dryden Junction,2042,NSW,10,731,0.6640625,26.0
918,Lanny,Currall,Male,37,1997-10-23,Developer IV,Entertainment,High Net Worth,N,Yes,9,3 Redwing Center,2209,NSW,10,725,0.669375,26.0
919,Anson,Dearnaly,Male,68,1997-06-29,Data Coordiator,Health,Affluent Customer,N,Yes,11,6060 Veith Crossing,2103,NSW,11,602,0.7735,26.0
920,Meridith,Urwin,Female,62,1997-03-07,Registered Nurse,Health,High Net Worth,N,Yes,10,535 Graedel Circle,2444,NSW,7,845,0.563125,26.0
921,Lolly,Prewer,Female,44,1997-10-23,Geologist I,Health,Mass Customer,N,No,15,694 Coolidge Center,2620,NSW,7,988,0.3995,26.0
922,Agace,Hedge,Female,25,1997-07-23,Media Manager II,Retail,Mass Customer,N,Yes,13,92 Petterle Place,3429,VIC,8,233,1.1,26.0
923,Alexander,Broadbent,Male,57,1997-05-28,Desktop Support Technician,Manufacturing,Mass Customer,N,No,9,265 Stephen Trail,2209,NSW,10,120,1.2625,26.0
924,Salomon,Perkins,Male,76,1998-01-12,Engineer IV,Financial Services,Affluent Customer,N,Yes,1,45 Banding Hill,2009,NSW,10,419,0.91640625,25.0
925,Errick,Burgin,Male,87,1998-08-19,Professor,Entertainment,Mass Customer,N,No,11,417 Killdeer Alley,2650,NSW,2,744,0.65625,25.0
926,Afton,Andrassy,Female,78,1998-10-14,Web Designer II,Retail,Mass Customer,N,No,7,220 Cody Alley,3075,VIC,8,956,0.44625,25.0
927,Terrence,Dalligan,Male,60,1998-02-19,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,2,240 Main Hill,3200,VIC,6,544,0.8245,25.0
928,Kirsteni,Gritskov,Female,66,1998-05-12,Unknown,Unknown,Mass Customer,N,No,4,743 Stuart Terrace,2560,NSW,7,575,0.796875,25.0
929,Claude,Bowstead,Female,37,1997-11-29,Accounting Assistant III,Manufacturing,Mass Customer,N,No,7,5263 Stone Corner Crossing,2217,NSW,12,536,0.825,25.0
930,Ewell,Paulusch,Male,31,1998-01-15,Engineer I,Manufacturing,Mass Customer,N,Yes,8,8194 Lien Street,4032,QLD,7,620,0.75,25.0
931,Allsun,Biner,Female,67,1997-12-26,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,10,9 Walton Way,2641,NSW,2,361,0.9775,25.0
932,Frederik,Milan,Male,45,1997-11-13,Account Representative IV,Health,Mass Customer,N,No,5,56 Riverside Street,2546,NSW,5,114,1.275,25.0
933,Ellwood,Budden,Male,82,1998-06-03,Account Representative IV,Health,Mass Customer,N,Yes,11,79907 Randy Center,2192,NSW,10,972,0.43,25.0
934,Felice,Dechelette,Male,75,1998-02-05,Librarian,Entertainment,High Net Worth,N,No,3,4 Kingsford Trail,4051,QLD,4,928,0.48,25.0
935,Otis,Ottey,Male,26,1998-02-05,Quality Engineer,Financial Services,Mass Customer,N,No,3,1562 Merchant Street,4744,QLD,4,23,1.5,25.0
936,Dorian,Emery,Female,94,1998-08-24,Professor,Manufacturing,Mass Customer,N,Yes,9,67 Beilfuss Plaza,2168,NSW,8,609,0.7625,25.0
937,Alick,Baise,Male,62,1998-08-16,Pharmacist,Health,Mass Customer,N,Yes,1,096 Gateway Road,2747,NSW,8,851,0.5625,25.0
938,Dallas,Lavalde,Female,18,1998-12-19,Product Engineer,Financial Services,Mass Customer,N,No,12,16898 Donald Plaza,2323,NSW,4,530,0.82875,24.0
939,Frieda,Tavinor,Female,43,1999-03-04,Unknown,Unknown,Affluent Customer,N,No,10,7 Mallory Lane,3064,VIC,6,972,0.43,24.0
940,Gunner,Petti,Male,62,1999-06-08,Executive Secretary,Financial Services,High Net Worth,N,Yes,3,29778 Mendota Drive,4036,QLD,5,68,1.3546875,24.0
941,Cord,Dunsmore,Male,12,1999-04-21,Internal Auditor,Manufacturing,Mass Customer,N,Yes,13,596 Boyd Park,4301,QLD,3,552,0.816,24.0
942,Ebony,Conrad,Female,8,1999-10-24,Environmental Tech,Financial Services,Mass Customer,N,Yes,16,990 Hoffman Avenue,3029,VIC,7,334,0.99875,24.0
943,Marysa,Rouchy,Female,8,1999-02-15,Assistant Media Planner,Entertainment,Affluent Customer,N,No,5,411 Twin Pines Way,2026,NSW,9,85,1.325,24.0
944,Taylor,Steuhlmeyer,Male,62,1999-03-22,Paralegal,Financial Services,Affluent Customer,N,Yes,5,64 Mcguire Trail,4017,QLD,8,52,1.39453125,24.0
945,Maddalena,Angood,Female,79,1999-07-28,Accountant II,Manufacturing,Affluent Customer,N,No,12,1 Bluejay Court,2320,NSW,4,515,0.839375,24.0
946,Wheeler,Winward,Male,48,1999-08-30,Environmental Specialist,Manufacturing,Mass Customer,N,No,10,3 Golden Leaf Point,3216,VIC,8,12,1.625,24.0
947,Jammal,Devenny,Male,57,1999-05-14,Marketing Manager,Retail,High Net Worth,N,No,12,18 Sage Plaza,3152,VIC,9,507,0.85,24.0
948,Alano,Satchel,Male,2,1998-11-26,Recruiting Manager,Retail,Mass Customer,N,No,2,87107 Shelley Crossing,2429,NSW,7,202,1.140625,24.0
949,Sada,Dowyer,Female,47,1998-11-22,Human Resources Manager,Health,High Net Worth,N,Yes,3,4 Meadow Ridge Place,2090,NSW,10,450,0.9,24.0
950,Alon,Unknown,Male,17,1999-06-23,Accountant IV,IT,Affluent Customer,N,No,9,770 Crest Line Parkway,4218,QLD,3,329,1.0,24.0
951,Kevina,Ferandez,Female,73,1999-09-21,Assistant Professor,Financial Services,High Net Worth,N,No,15,9608 Heffernan Drive,4068,QLD,9,72,1.35,24.0
952,Latrena,Yetts,Female,11,1999-06-18,Civil Engineer,Manufacturing,High Net Worth,N,Yes,15,53877 Dakota Crossing,2871,NSW,3,893,0.520625,24.0
953,Geoff,Gwillym,Male,89,1999-02-22,Clinical Specialist,Health,Affluent Customer,N,No,8,1 Eliot Plaza,2323,NSW,4,760,0.6375,24.0
954,Clotilda,Southers,Female,62,1999-11-08,Computer Systems Analyst II,Financial Services,Mass Customer,N,Yes,15,42 Donald Hill,2323,NSW,4,361,0.9775,24.0
955,Jehu,Prestedge,Male,91,1999-10-20,Accountant II,Manufacturing,High Net Worth,N,Yes,8,88 Annamark Avenue,2138,NSW,12,96,1.3,24.0
956,Rand,Winchcum,Male,34,2000-04-10,Software Consultant,Retail,Affluent Customer,N,No,3,4594 Jackson Hill,2146,NSW,7,810,0.5875,23.0
957,Hersh,Stubbert,Male,0,2000-06-25,Technical Writer,Manufacturing,Mass Customer,N,Yes,15,68 Fairfield Street,4115,QLD,8,226,1.1125,23.0
958,Kelcie,Kingaby,Female,54,2000-03-24,Systems Administrator II,IT,Mass Customer,N,Yes,6,0 Summit Center,4019,QLD,4,893,0.520625,23.0
959,Alta,Pithcock,Female,64,1999-11-18,GIS Technical Architect,Financial Services,Mass Customer,N,No,2,57568 Northview Junction,2141,NSW,7,708,0.68,23.0
960,Cristen,Maroney,Female,22,1999-11-21,Accountant IV,IT,High Net Worth,N,Yes,7,27 Karstens Crossing,4214,QLD,7,65,1.3625,23.0
961,Kissie,Line,Female,2,2000-05-20,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,7,629 Grasskamp Junction,2200,NSW,9,862,0.5525,23.0
962,Tanya,Hamberston,Female,45,2000-09-25,Product Engineer,Financial Services,Mass Customer,N,Yes,9,7 Schiller Point,4113,QLD,6,259,1.0625,23.0
963,Kippy,Barabisch,Male,11,2000-04-07,Legal Assistant,Manufacturing,Mass Customer,N,No,4,840 Graceland Street,2125,NSW,11,215,1.12890625,23.0
964,Tobiah,Heinsius,Male,66,2000-01-25,Chief Design Engineer,Health,High Net Worth,N,No,9,3630 Dawn Crossing,2446,NSW,8,223,1.115625,23.0
965,Nalani,Hallad,Female,15,1999-11-30,Environmental Specialist,Health,Affluent Customer,N,Yes,9,1 Oriole Crossing,3184,VIC,9,719,0.675,23.0
966,Shaw,MacEvilly,Male,10,2000-05-06,Software Test Engineer III,Health,Affluent Customer,N,No,16,34020 Sheridan Park,2768,NSW,9,904,0.5,23.0
967,Evangelin,Boc,Female,30,2000-05-09,Structural Analysis Engineer,Manufacturing,High Net Worth,N,Yes,14,0 Meadow Ridge Street,3173,VIC,8,99,1.296875,23.0
968,Cristie,Bence,Female,49,2000-04-17,Automation Specialist II,Property,High Net Worth,N,No,9,3413 Schmedeman Court,4122,QLD,8,828,0.58,23.0
969,Sigismund,Sedger,Male,9,1999-11-29,Accountant II,Manufacturing,Affluent Customer,N,No,7,8069 Sunbrook Way,2155,NSW,10,473,0.884,23.0
970,Norah,Mapis,Female,75,2000-12-09,Assistant Manager,Argiculture,Mass Customer,N,No,10,057 Victoria Crossing,2263,NSW,9,468,0.88984375,22.0
971,Moina,Rosenbaum,Female,50,2001-08-04,Graphic Designer,IT,Mass Customer,N,No,14,0 Memorial Road,3109,VIC,10,468,0.88984375,22.0
972,Burk,Wortley,Male,22,2001-10-17,Senior Sales Associate,Health,Mass Customer,N,No,6,04 Union Crossing,2196,NSW,10,997,0.357,22.0
973,Isa,Fominov,Male,75,2001-06-21,Physical Therapy Assistant,Retail,Mass Customer,N,Yes,5,80388 Ryan Place,2010,NSW,9,515,0.839375,22.0
974,Melosa,McOwan,Female,25,2001-04-17,Compensation Analyst,Financial Services,Mass Customer,N,No,12,900 Victoria Way,2211,NSW,9,843,0.5695,22.0
975,Tomaso,Horsley,Male,97,2001-04-16,Junior Executive,Financial Services,Mass Customer,N,Yes,10,70360 Onsgard Plaza,3977,VIC,6,741,0.65875,22.0
976,Aundrea,Outridge,Female,77,2001-01-24,Structural Engineer,Financial Services,Affluent Customer,N,Yes,10,1530 Columbus Lane,3186,VIC,12,974,0.425,22.0
977,Isak,Bergstram,Male,14,2001-03-08,Pharmacist,Health,Affluent Customer,N,Yes,15,68 Karstens Pass,2176,NSW,9,142,1.23515625,22.0
978,Ailyn,Howgate,Female,66,2001-09-27,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,2,197 Northport Plaza,4213,QLD,7,568,0.8,22.0
979,Giulietta,Garbott,Female,59,2002-02-27,Technical Writer,Manufacturing,Affluent Customer,N,Yes,14,48297 Stuart Circle,3810,VIC,5,355,0.984375,21.0
980,Tomkin,Bernlin,Male,7,2001-12-29,Food Chemist,Health,Affluent Customer,N,Yes,9,0492 Kings Street,2480,NSW,3,475,0.881875,21.0
981,Simmonds,Bapty,Male,52,2002-01-04,Junior Executive,Financial Services,Affluent Customer,N,No,8,47 Susan Park,2025,NSW,12,760,0.6375,21.0
982,Lura,Fawdrie,Female,66,2002-01-17,VP Sales,Health,Mass Customer,N,Yes,4,67183 Anniversary Parkway,4211,QLD,3,396,0.9375,21.0
983,Gerianne,Kaysor,U,15,1978-11-08,Project Manager,IT,Affluent Customer,N,No,5,882 Toban Lane,2121,NSW,11,599,0.775,45.0
984,Johna,Bunker,U,93,1978-11-08,Tax Accountant,IT,Mass Customer,N,Yes,14,3686 Waubesa Way,3065,VIC,6,436,0.903125,45.0
985,Rozamond,Turtle,U,69,1978-11-08,Legal Assistant,IT,Mass Customer,N,Yes,3,57025 New Castle Street,3850,VIC,3,324,1.01,45.0
986,Tracy,Andrejevic,U,71,1978-11-08,Programmer II,IT,Mass Customer,N,Yes,11,5675 Burning Wood Trail,3030,VIC,7,361,0.9775,45.0
987,Normy,Goodinge,U,5,1978-11-08,Associate Professor,IT,Mass Customer,N,No,4,7232 Fulton Parkway,3810,VIC,5,57,1.375,45.0
988,Shara,Bramhill,U,24,1978-11-08,Accountant III,IT,Affluent Customer,N,No,2,01 Bunker Hill Drive,2230,NSW,10,883,0.53125,45.0
989,Porty,Hansed,U,88,1978-11-08,General Manager,IT,Mass Customer,N,No,13,768 Southridge Drive,2112,NSW,11,832,0.575,45.0
990,Chicky,Sinclar,U,43,1978-11-08,Operator,IT,High Net Worth,N,Yes,0,5 Red Cloud Place,3222,VIC,4,662,0.711875,45.0
991,Gregg,Aimeric,U,52,1978-11-08,Internal Auditor,IT,Mass Customer,N,No,7,72423 Surrey Street,3753,VIC,5,433,0.90625,45.0
992,Roth,Crum,U,0,1978-11-08,Legal Assistant,IT,Mass Customer,N,No,2,276 Anthes Court,2450,NSW,6,904,0.5,45.0
993,Harlene,Nono,U,69,1978-11-08,Human Resources Manager,IT,Mass Customer,N,No,12,0307 Namekagon Crossing,2170,NSW,7,575,0.796875,45.0
994,Hatti,Carletti,U,35,1978-11-08,Legal Assistant,IT,Affluent Customer,N,Yes,11,6 Iowa Center,2519,NSW,9,226,1.1125,45.0
995,Dmitri,Viant,U,62,1978-11-08,Paralegal,Financial Services,Affluent Customer,N,No,5,95960 Warner Parkway,3842,VIC,1,774,0.626875,45.0
996,Tamas,Swatman,U,65,1977-11-08,Assistant Media Planner,Entertainment,Affluent Customer,N,No,5,78 Clarendon Drive,4551,QLD,8,358,0.98,46.0
997,Agneta,McAmish,U,66,1978-11-08,Structural Analysis Engineer,IT,Mass Customer,N,No,15,5773 Acker Way,4207,QLD,6,375,0.96,45.0
998,Pauline,Dallosso,U,82,1978-11-08,Desktop Support Technician,IT,Affluent Customer,N,Yes,0,9594 Badeau Street,2050,NSW,10,985,0.408,45.0
999,Adriana,Saundercock,U,20,1978-11-08,Nurse,IT,High Net Worth,N,Yes,14,82 Gina Junction,3806,VIC,7,751,0.648125,45.0
